Entry	Entry name	Status	Protein names	Gene names	Organism	Gene ontology (biological process)	Cross-reference (STRING)
Q8YB55	Q8YB55_BRUME	unreviewed	Had superfamily protein involved in n-acetyl-glucosamine catabolism	BMEII1045	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1556;
Q8YCN9	Q8YCN9_BRUME	unreviewed	Nickel transport system permease protein nikc	BMEII0489	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2082;
Q8YBS2	Q8YBS2_BRUME	unreviewed	Transcriptional regulator, arac family	BMEII0814	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_1770;
Q8YCM1	Q8YCM1_BRUME	unreviewed	Oligopeptide transport ATP-binding protein oppd	BMEII0507	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2064;
Q8YD34	Q8YD34_BRUME	unreviewed	High-affinity branched-chain amino acid transport ATP-binding protein livg	BMEII0343	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2219;
Q8YCM2	Q8YCM2_BRUME	unreviewed	Oligopeptide transport system permease protein oppc	BMEII0506	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_2065;
Q8YG05	Q8YG05_BRUME	unreviewed	Histidine protein kinase divj (EC 2.7.-.-)	BMEI1357	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0856;
Q8YEJ4	Q8YEJ4_BRUME	unreviewed	Dienelactone hydrolase and related enzymes	BMEI1884	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0356;
Q8YC01	Q8YC01_BRUME	unreviewed	Periplasmic oligopeptide-binding protein	BMEII0734	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1849;
Q8YB35	Q8YB35_BRUME	unreviewed	Pyruvate dehydrogenase complex repressor	BMEII1066	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_1538;
Q8YCI6	Q8YCI6_BRUME	unreviewed	Sugar-binding protein	BMEII0542	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_2030;
Q8YD75	Q8YD75_BRUME	unreviewed	Ribose transport system permease protein rbsc	BMEII0302	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2254;
Q8YIM8	Q8YIM8_BRUME	unreviewed	Uncharacterized protein	BMEI0415	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2395;
Q8YCL7	Q8YCL7_BRUME	unreviewed	Phosphogluconate dehydratase (EC 4.2.1.12)	BMEII0511	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	Entner-Doudoroff pathway through 6-phosphogluconate [GO:0009255]	224914.BAWG_2060;
Q8YFT0	Q8YFT0_BRUME	unreviewed	Thiol:disulfide interchange protein dsba	BMEI1440	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cell redox homeostasis [GO:0045454]	224914.BAWG_0784;
Q8YEP9	Q8YEP9_BRUME	unreviewed	25 kDa outer-membrane immunogenic protein	BMEI1829	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0412;
Q8YGW6	Q8YGW6_BRUME	unreviewed	Cysteine desulfurase (EC 2.8.1.7)	BMEI1039	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cysteine metabolic process [GO:0006534]	224914.BAWG_1170;
Q8YD55	Q8YD55_BRUME	unreviewed	Cytochrome c oxidase polypeptide iv (EC 1.9.3.1)	BMEII0322	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2236;
Q8YCV0	Q8YCV0_BRUME	unreviewed	D-erythrulose 4-phosphate dehydrogenase (EC 1.1.1.-)	BMEII0428	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2138;
Q8YCU3	Q8YCU3_BRUME	unreviewed	D-ribose-binding periplasmic protein	BMEII0435	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2131;
Q8YIU5	Q8YIU5_BRUME	unreviewed	Phosphoserine transaminase (EC 2.6.1.52)	BMEI0347	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	L-serine biosynthetic process [GO:0006564]	224914.BAWG_3024;
Q8YCQ3	Q8YCQ3_BRUME	unreviewed	Transcriptional regulator, gntr family	BMEII0475	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_2093;
Q8YBU5	Q8YBU5_BRUME	unreviewed	Two component response regulator	BMEII0791	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	224914.BAWG_1794;
Q8YCZ3	Q8YCZ3_BRUME	unreviewed	Glucosamine-6-phosphate isomerase (EC 3.5.99.6)	BMEII0384	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate derivative metabolic process [GO:1901135]	224914.BAWG_2179;
Q8YF97	Q8YF97_BRUME	unreviewed	Udp-galactose-lipid carrier transferase (EC 2.-.-.-)	BMEI1625	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0601;
Q8YCT7	Q8YCT7_BRUME	unreviewed	Acetylornithine aminotransferase (EC 2.6.1.11)	BMEII0441	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2125;
Q8YDH2	Q8YDH2_BRUME	unreviewed	Transcriptional regulator, gntr family	BMEII0204	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2348;
Q8YBX4	Q8YBX4_BRUME	unreviewed	Transport ATP-binding protein cydd	BMEII0762	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cysteine transport [GO:0042883]	224914.BAWG_1823;
Q8YHY8	Q8YHY8_BRUME	unreviewed	Metal chelate outer membrane receptor	BMEI0657	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2630;
Q8YG28	Q8YG28_BRUME	unreviewed	Cytochrome c-type biogenesis protein cych	BMEI1334	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0879;
Q8YFN2	Q8YFN2_BRUME	unreviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF BMEI1488	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; nucleoside metabolic process [GO:0009116]; purine nucleobase biosynthetic process [GO:0009113]	224914.BAWG_0737;
Q8YDV8	Q8YDV8_BRUME	unreviewed	High-affinity branched-chain amino acid transport ATP-binding protein livg	BMEII0066	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1404;
Q8YDU6	Q8YDU6_BRUME	unreviewed	2,3-dihydroxybenzoate-amp ligase (EC 6.3.2.-)	BMEII0078	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	siderophore biosynthetic process [GO:0019290]	224914.BAWG_1392;
Q8YHE5	Q8YHE5_BRUME	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	BMEI0856	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	pyruvate metabolic process [GO:0006090]	224914.BAWG_2827;
Q8YFS9	Q8YFS9_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1441	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0782;
Q8YEJ8	Q8YEJ8_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI1880	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0360;
Q8YGP2	Q8YGP2_BRUME	unreviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	BMEI1116	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	224914.BAWG_1093;
Q8YF69	Q8YF69_BRUME	unreviewed	Uncharacterized protein	BMEI1656	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0572;
Q8YHE1	Q8YHE1_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI0860	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2831;
Q8YB15	Q8YB15_BRUME	unreviewed	Flagellar basal-body rod protein FlgG (Distal rod protein)	BMEII1086	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	bacterial-type flagellum-dependent cell motility [GO:0071973]	224914.BAWG_1518;
Q8YBZ8	Q8YBZ8_BRUME	unreviewed	Oligopeptide transport system permease protein oppc	BMEII0737	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1846;
Q8YFA7	Q8YFA7_BRUME	unreviewed	Transcriptional regulator, arac family	BMEI1615	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transcription, DNA-templated [GO:0006351]	224914.BAWG_0610;
Q8YI26	Q8YI26_BRUME	unreviewed	Exodeoxyribonuclease v alpha chain (EC 3.1.11.5)	BMEI0619	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2595;
Q8YEF6	Q8YEF6_BRUME	unreviewed	Acetoacetyl-CoA synthetase (EC 6.2.1.16)	BMEI1922	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	lipid metabolic process [GO:0006629]	224914.BAWG_0318;
Q8YB85	Q8YB85_BRUME	unreviewed	Histidine kinase (EC 2.7.13.3)	BMEII1015	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1585;
Q8YDI7	Q8YDI7_BRUME	unreviewed	L-fuculose phosphate aldolase (EC 4.1.2.17)	BMEII0189	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2334;
Q8YEU4	Q8YEU4_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI1783	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0453;
Q8YFJ5	Q8YFJ5_BRUME	unreviewed	Hypothetical cytosolic protein	BMEI1525	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]	
Q8YIV3	Q8YIV3_BRUME	unreviewed	Biopolymer transport exbd protein	BMEI0337	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein transport [GO:0015031]	224914.BAWG_3013;
Q8YBY9	Q8YBY9_BRUME	unreviewed	2-oxoisovalerate dehydrogenase beta subunit (EC 1.2.4.4)	BMEII0747	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1837;
Q8YJK2	Q8YJK2_BRUME	unreviewed	Methyltransferase (EC 2.1.1.-)	BMEI0081	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0114;
Q8YEM0	Q8YEM0_BRUME	unreviewed	Phosphinothricin n-acetyltransferase (EC 2.3.1.-)	BMEI1858	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0382;
Q8YF52	Q8YF52_BRUME	unreviewed	Uncharacterized protein	BMEI1675	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YD37	Q8YD37_BRUME	unreviewed	High-affinity branched-chain amino acid transport system permease protein livm	BMEII0340	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2222;
Q8YHS7	Q8YHS7_BRUME	unreviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map BMEI0719	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	protein initiator methionine removal [GO:0070084]	224914.BAWG_2692;
Q8YB59	Q8YB59_BRUME	unreviewed	Cytochrome b561	BMEII1041	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	respiratory electron transport chain [GO:0022904]	224914.BAWG_1560;
Q8YFJ2	Q8YFJ2_BRUME	unreviewed	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	BMEI1528	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	tRNA processing [GO:0008033]	224914.BAWG_0698;
Q8YDU7	Q8YDU7_BRUME	unreviewed	Isochorismate synthase dhbc (EC 5.4.4.2)	BMEII0077	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	biosynthetic process [GO:0009058]	224914.BAWG_1393;
Q8YI35	Q8YI35_BRUME	unreviewed	Protein HflK	BMEI0610	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2587;
Q8YJP0	Q8YJP0_BRUME	unreviewed	Shikimate kinase (SK) (EC 2.7.1.71)	aroK BMEI0042	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	224914.BAWG_0151;
Q8YDS3	Q8YDS3_BRUME	unreviewed	High-affinity branched-chain amino acid transport system permease protein livh	BMEII0102	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1371;
Q8YHY5	Q8YHY5_BRUME	unreviewed	Metal chelate transport ATP-binding protein	BMEI0660	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2633;
Q8YC33	Q8YC33_BRUME	unreviewed	Galactoside transport system permease protein mglc	BMEII0699	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1875;
Q8YI92	Q8YI92_BRUME	unreviewed	Abc transporter ATP-binding protein yjjk	BMEI0553	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	negative regulation of translational elongation [GO:0045900]	224914.BAWG_2532;
Q8YBQ9	Q8YBQ9_BRUME	unreviewed	Possible s-adenosylmethionine-dependent methyltransferase (EC 2.1.1.-)	BMEII0829	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1757;
Q8YIC6	Q8YIC6_BRUME	unreviewed	Cold shock protein cspa	BMEI0518	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of transcription, DNA-templated [GO:0006355]	224914.BAWG_2498;
Q8YEM4	Q8YEM4_BRUME	unreviewed	Uncharacterized protein	BMEI1854	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YB28	Q8YB28_BRUME	unreviewed	Cytochrome b561	BMEII1073	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	respiratory electron transport chain [GO:0022904]	224914.BAWG_1533;
Q8YH41	Q8YH41_BRUME	unreviewed	Toluene tolerance protein ttg2c	BMEI0963	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1242;
Q8YCF7	Q8YCF7_BRUME	unreviewed	Transcriptional regulator, rpir family	BMEII0573	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbohydrate derivative metabolic process [GO:1901135]; transcription, DNA-templated [GO:0006351]	224914.BAWG_2000;
Q8YE07	Q8YE07_BRUME	unreviewed	Transcriptional regulatory protein hydg	BMEII0011	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	224914.BAWG_1455;
Q8YHK9	Q8YHK9_BRUME	unreviewed	Uncharacterized protein	BMEI0788	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YCD7	Q8YCD7_BRUME	unreviewed	Uncharacterized protein	BMEII0595	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YBC3	Q8YBC3_BRUME	unreviewed	Uncharacterized protein	BMEII0977	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1621;
Q8YED0	Q8YED0_BRUME	unreviewed	Cytosol aminopeptidase (EC 3.4.11.1)	BMEI1948	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0296;
Q8YI98	Q8YI98_BRUME	unreviewed	Phna protein	BMEI0547	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YHU7	Q8YHU7_BRUME	unreviewed	Uncharacterized protein	BMEI0699	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2672;
Q8YFP1	Q8YFP1_BRUME	unreviewed	Uncharacterized protein	BMEI1479	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YF74	Q8YF74_BRUME	unreviewed	Sensory transduction protein kinase (EC 2.7.3.-)	BMEI1648	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0580;
Q8YE43	Q8YE43_BRUME	unreviewed	Sensor protein chvg (EC 2.7.3.-)	BMEI2035	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0212;
Q8YH90	Q8YH90_BRUME	unreviewed	Penicillin-binding protein 6 (D-alanyl-d-alanine carboxypeptidase fraction c) (EC 3.4.16.4)	BMEI0914	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YGS0	Q8YGS0_BRUME	unreviewed	Soluble lytic murein transglycosylase (EC 3.2.1.-)	BMEI1088	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	metabolic process [GO:0008152]	224914.BAWG_1120;
Q8YHU6	Q8YHU6_BRUME	unreviewed	Precorrin-3b c17-methyltransferase (EC 2.1.1.131)	BMEI0700	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	cobalamin biosynthetic process [GO:0009236]	224914.BAWG_2673;
Q8YBQ6	Q8YBQ6_BRUME	unreviewed	Succinoglycan biosynthesis transport protein exot	BMEII0838	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1748;
Q8YB75	Q8YB75_BRUME	unreviewed	Uncharacterized protein	BMEII1025	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YE44	Q8YE44_BRUME	unreviewed	Sensor protein chvg (EC 2.7.3.-)	BMEI2034	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	regulation of carbohydrate metabolic process [GO:0006109]	224914.BAWG_0213;
Q8YJ11	Q8YJ11_BRUME	unreviewed	ATP-dependent DNA helicase	BMEI0275	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2949;
Q8YBT7	Q8YBT7_BRUME	unreviewed	Nitrate transport permease protein nrtb	BMEII0799	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	transmembrane transport [GO:0055085]	224914.BAWG_1785;
Q8YIJ2	Q8YIJ2_BRUME	unreviewed	Putative phosphohydrolases, icc family	BMEI0452	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2429;
Q8YC79	Q8YC79_BRUME	unreviewed	Endonuclease v (EC 3.1.25.1)	BMEII0653	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1924;
Q8YFC5	Q8YFC5_BRUME	unreviewed	Murein hydrolase exporter	BMEI1597	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0627;
Q8YHV9	Q8YHV9_BRUME	unreviewed	Uncharacterized protein	BMEI0687	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	response to toxic substance [GO:0009636]	224914.BAWG_2658;
Q8YC13	Q8YC13_BRUME	unreviewed	Uncharacterized protein	BMEII0722	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1858;
Q8YER1	Q8YER1_BRUME	unreviewed	ATP-dependent helicase hrpb	BMEI1817	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YH78	Q8YH78_BRUME	unreviewed	Multidrug resistance protein a	BMEI0926	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1278;
Q8YJS1	Q8YJS1_BRUME	unreviewed	DNA polymerase iii, delta subunit (EC 2.7.7.7)	BMEI0011	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	DNA replication [GO:0006260]	224914.BAWG_0177;
Q8YBX2	Q8YBX2_BRUME	unreviewed	Uncharacterized protein	BMEII0764	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1821;
Q8YB95	Q8YB95_BRUME	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	BMEII1005	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1595;
Q8YGL7	Q8YGL7_BRUME	unreviewed	Hypothetical membrane spanning protein	BMEI1141	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1068;
Q8YF90	Q8YF90_BRUME	unreviewed	Long-chain-fatty-acid-CoA ligase (EC 6.2.1.3)	BMEI1632	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0594;
Q8YJH1	Q8YJH1_BRUME	unreviewed	Asparagine transport system permease protein	BMEI0112	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	nitrogen compound transport [GO:0071705]	224914.BAWG_0081;
Q8YCA2	Q8YCA2_BRUME	unreviewed	High-affinity branched-chain amino acid transport ATP-binding protein livg	BMEII0630	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1947;
Q8YBX7	Q8YBX7_BRUME	unreviewed	Cytochrome d ubiquinol oxidase subunit ii (EC 1.10.3.-)	BMEII0759	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1826;
Q8YB87	Q8YB87_BRUME	unreviewed	Hypothetical cytosolic protein	BMEII1013	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1587;
Q8YEN2	Q8YEN2_BRUME	unreviewed	Exsf protein	BMEI1846	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	phosphorelay signal transduction system [GO:0000160]	224914.BAWG_0394;
Q8YD15	Q8YD15_BRUME	unreviewed	Xylose transport system permease protein xylh	BMEII0362	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2200;
Q8YBI1	Q8YBI1_BRUME	unreviewed	Uncharacterized protein	BMEII0919	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YJI9	Q8YJI9_BRUME	unreviewed	Vacuolar ATP synthase 16 kd proteolipid subunit (EC 3.6.3.14)	BMEI0094	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		
Q8YIZ4	Q8YIZ4_BRUME	unreviewed	2-hydroxy-6-oxo-2,4-heptadienoate hydrolase (EC 3.1.1.-)	BMEI0293	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2968;
Q8YFS5	Q8YFS5_BRUME	unreviewed	Chloride channel protein	BMEI1445	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0778;
Q8YHR7	Q8YHR7_BRUME	unreviewed	Transporter	BMEI0729	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2703;
Q8YGQ4	Q8YGQ4_BRUME	unreviewed	Arginine/ornithine-binding periplasmic protein	BMEI1104	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1105;
Q8YJI3	Q8YJI3_BRUME	unreviewed	Uncharacterized protein	BMEI0100	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0095;
Q8YI88	Q8YI88_BRUME	unreviewed	Uncharacterized protein	BMEI0557	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_2535;
Q8YC20	Q8YC20_BRUME	unreviewed	Transposase	BMEII0713	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_1862;
F8WJP4	F8WJP4_BRUME	unreviewed	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd BMEII0848	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	GDP-mannose metabolic process [GO:0019673]	224914.BAWG_1737;
Q8YCM6	Q8YCM6_BRUME	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	BMEII0502	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	carbon utilization [GO:0015976]	224914.BAWG_2069;
Q8YFB0	Q8YFB0_BRUME	unreviewed	Na+ driven multidrug efflux pump	BMEI1612	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)		224914.BAWG_0613;
